word,synset,definition,synonyms,closest_words,closest_words_with_distances
together,together.s.01,mentally and emotionally stable,N/A,"entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag, treat, exercise, exhaust, fracture","entity (0.500), breathe (0.500), act (0.500), be active (0.500), oversleep (0.500), nod (0.500), fall asleep (0.500), go to bed (0.500), get up (0.500), wake (0.500), keep up (0.500), wear (0.500), lie in (0.500), carry to term (0.500), keep down (0.500), gag (0.500), treat (0.500), exercise (0.500), exhaust (0.500), fracture (0.500)"
news,news.n.01,information about recent and important events,"intelligence, tidings, word","good word, latest, update, information, ammunition, factoid, misinformation, material, details, fact, format, gen, database, news, nuts and bolts, intelligence, confirmation, insider information, secret, secret","good word (0.077), latest (0.077), update (0.077), information (0.091), ammunition (0.167), factoid (0.167), misinformation (0.167), material (0.167), details (0.167), fact (0.167), format (0.167), gen (0.167), database (0.167), news (0.167), nuts and bolts (0.167), intelligence (0.167), confirmation (0.167), insider information (0.167), secret (0.167), secret (0.167)"
chilling,cooling.n.01,the process of becoming cooler; a falling temperature,"cooling, temperature_reduction","freeze, heat dissipation, refrigeration, temperature change, freeze-drying, frost, advection, climate change, convection, heating, natural process, boiling, global warming, induction heating, overheating, radiant heating, thaw, radiation, absorption, acidification","freeze (0.077), heat dissipation (0.077), refrigeration (0.077), temperature change (0.091), freeze-drying (0.143), frost (0.143), advection (0.167), climate change (0.167), convection (0.167), heating (0.167), natural process (0.200), boiling (0.231), global warming (0.231), induction heating (0.231), overheating (0.231), radiant heating (0.231), thaw (0.231), radiation (0.273), absorption (0.273), acidification (0.273)"
chilling,chilling.s.01,provoking fear terror,"scarey, scary, shivery, shuddery","entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag, treat, exercise, exhaust, fracture","entity (0.500), breathe (0.500), act (0.500), be active (0.500), oversleep (0.500), nod (0.500), fall asleep (0.500), go to bed (0.500), get up (0.500), wake (0.500), keep up (0.500), wear (0.500), lie in (0.500), carry to term (0.500), keep down (0.500), gag (0.500), treat (0.500), exercise (0.500), exhaust (0.500), fracture (0.500)"
playing,playing.n.02,the action of taking part in a game or sport or other recreation,N/A,"bowling, catching, golfing, pitching, action, thing, kindness, accomplishment, alienation, application, res gestae, course, interaction, fetch, play, arrival, performance, choice, change, economy","bowling (0.067), catching (0.067), golfing (0.067), pitching (0.067), action (0.077), thing (0.143), kindness (0.143), accomplishment (0.143), alienation (0.143), application (0.143), res gestae (0.143), course (0.143), interaction (0.143), fetch (0.143), play (0.143), arrival (0.143), performance (0.143), choice (0.143), change (0.143), economy (0.143)"
bad,bad.a.01,having undesirable or negative qualities,N/A,"entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag, treat, exercise, exhaust, fracture","entity (0.500), breathe (0.500), act (0.500), be active (0.500), oversleep (0.500), nod (0.500), fall asleep (0.500), go to bed (0.500), get up (0.500), wake (0.500), keep up (0.500), wear (0.500), lie in (0.500), carry to term (0.500), keep down (0.500), gag (0.500), treat (0.500), exercise (0.500), exhaust (0.500), fracture (0.500)"
colleague,colleague.n.01,an associate that one works with,"co-worker, fellow_worker, workfellow","associate, adjunct, affiliate, ally, bedfellow, collaborator, colleague, member, participant, shipmate, teammate, attendant, discussant, Areopagite, blood brother, bride, bridge partner, brother, cabalist, charter member","associate (0.053), adjunct (0.100), affiliate (0.100), ally (0.100), bedfellow (0.100), collaborator (0.100), colleague (0.100), member (0.100), participant (0.100), shipmate (0.100), teammate (0.100), attendant (0.143), discussant (0.143), Areopagite (0.143), blood brother (0.143), bride (0.143), bridge partner (0.143), brother (0.143), cabalist (0.143), charter member (0.143)"
next,following.s.02,immediately following in time or order,following,"entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag, treat, exercise, exhaust, fracture","entity (0.500), breathe (0.500), act (0.500), be active (0.500), oversleep (0.500), nod (0.500), fall asleep (0.500), go to bed (0.500), get up (0.500), wake (0.500), keep up (0.500), wear (0.500), lie in (0.500), carry to term (0.500), keep down (0.500), gag (0.500), treat (0.500), exercise (0.500), exhaust (0.500), fracture (0.500)"
waiting,wait.n.02,the act of waiting (remaining inactive in one place while expecting something),wait,"inactivity, pause, rest, idleness, delay, act, break, respite, hesitation, intermission, freeze, bedrest, laziness, lie-in, quiescence, leisure, dolce far niente, demurrage, forbearance, postponement","inactivity (0.077), pause (0.143), rest (0.143), idleness (0.143), delay (0.143), act (0.167), break (0.200), respite (0.200), hesitation (0.200), intermission (0.200), freeze (0.200), bedrest (0.200), laziness (0.200), lie-in (0.200), quiescence (0.200), leisure (0.200), dolce far niente (0.200), demurrage (0.200), forbearance (0.200), postponement (0.200)"
feeling,feeling.n.01,the experiencing of affective and emotional states,N/A,"affect, emotion, thing, glow, faintness, soul, passion, sentiment, complex, ambivalence, apathy, desire, sex, pleasure, pain, pang, liking, dislike, gratitude, ingratitude","affect (0.091), emotion (0.091), thing (0.091), glow (0.091), faintness (0.091), soul (0.091), passion (0.091), sentiment (0.091), complex (0.091), ambivalence (0.091), apathy (0.091), desire (0.091), sex (0.091), pleasure (0.091), pain (0.091), pang (0.091), liking (0.091), dislike (0.091), gratitude (0.091), ingratitude (0.091)"
need,need.n.01,a condition requiring relief,demand,"lack, necessity, condition, absence, dearth, deficit, mineral deficiency, shortness, stringency, requisiteness, urgency, diversity, anchorage, health, mode, niche, noise conditions, participation, prepossession, regularization","lack (0.077), necessity (0.077), condition (0.091), absence (0.143), dearth (0.143), deficit (0.143), mineral deficiency (0.143), shortness (0.143), stringency (0.143), requisiteness (0.143), urgency (0.143), diversity (0.167), anchorage (0.167), health (0.167), mode (0.167), niche (0.167), noise conditions (0.167), participation (0.167), prepossession (0.167), regularization (0.167)"
leg,leg.n.01,a human limb; commonly used to refer to a whole limb but technically only the part of the limb between the knee and ankle,N/A,"pin, bowleg, shank's mare, spindlelegs, limb, hind limb, forelimb, flipper, crus, leg, thigh, arm, cubitus, forearm, extremity, prehensor, animal leg, hind leg, foreleg, lap","pin (0.053), bowleg (0.053), shank's mare (0.053), spindlelegs (0.053), limb (0.059), hind limb (0.111), forelimb (0.111), flipper (0.111), crus (0.111), leg (0.111), thigh (0.111), arm (0.111), cubitus (0.111), forearm (0.111), extremity (0.125), prehensor (0.158), animal leg (0.158), hind leg (0.158), foreleg (0.158), lap (0.158)"
stranger,stranger.n.01,anyone who does not belong in the environment in which they are found,"alien, unknown","foreigner, transalpine, entrant, intruder, boarder, gatecrasher, infiltrator, invader, penetrator, prowler, pusher, squatter, organism, benthos, dwarf, heterotroph, parent, person, animal, plant","foreigner (0.043), transalpine (0.083), entrant (0.100), intruder (0.143), boarder (0.182), gatecrasher (0.182), infiltrator (0.182), invader (0.182), penetrator (0.182), prowler (0.182), pusher (0.182), squatter (0.182), organism (0.250), benthos (0.294), dwarf (0.294), heterotroph (0.294), parent (0.294), person (0.294), animal (0.294), plant (0.294)"
face,face.n.01,the front of the human head from the forehead to the chin and ear to ear,human_face,"countenance, external body part, pudding face, breast, throat, hood, arthromere, lip, labium, head, neck, frill, breast, extremity, extremity, face, body part, chelicera, mouthpart, fang","countenance (0.067), external body part (0.077), pudding face (0.125), breast (0.143), throat (0.143), hood (0.143), arthromere (0.143), lip (0.143), labium (0.143), head (0.143), neck (0.143), frill (0.143), breast (0.143), extremity (0.143), extremity (0.143), face (0.143), body part (0.167), chelicera (0.200), mouthpart (0.200), fang (0.200)"
talk,talk.n.01,an exchange of ideas via conversation,talking,"cant, dialogue, heart-to-heart, shmooze, shop talk, wind, yak, conversation, prate, crossfire, phatic speech, exchange, chat, gossiping, nothings, commerce, colloquy, rap, rap session, second-hand speech","cant (0.067), dialogue (0.067), heart-to-heart (0.067), shmooze (0.067), shop talk (0.067), wind (0.067), yak (0.067), conversation (0.077), prate (0.125), crossfire (0.143), phatic speech (0.143), exchange (0.143), chat (0.143), gossiping (0.143), nothings (0.143), commerce (0.143), colloquy (0.143), rap (0.143), rap session (0.143), second-hand speech (0.143)"
home,home.n.01,where you live at a particular time,place,"home away from home, residence, domicile, address, mailing address, street address, business address, geographic point, box number, post-office box number, workplace, confluence, epicenter, magnetic pole, pole, port, point, bakery, beehive, brokerage house","home away from home (0.053), residence (0.059), domicile (0.111), address (0.125), mailing address (0.176), street address (0.176), business address (0.176), geographic point (0.200), box number (0.222), post-office box number (0.222), workplace (0.250), confluence (0.250), epicenter (0.250), magnetic pole (0.250), pole (0.250), port (0.250), point (0.286), bakery (0.294), beehive (0.294), brokerage house (0.294)"
poking,jab.n.01,a sharp hand gesture (resembling a blow),"jab, jabbing, poke, thrust, thrusting","gesture, mudra, motion, abduction, adduction, agitation, body English, circumduction, disturbance, fetal movement, flit, headshake, inclination, inversion, inversion, jerk, kick, kneel, lurch, eye movement","gesture (0.053), mudra (0.100), motion (0.111), abduction (0.158), adduction (0.158), agitation (0.158), body English (0.158), circumduction (0.158), disturbance (0.158), fetal movement (0.158), flit (0.158), headshake (0.158), inclination (0.158), inversion (0.158), inversion (0.158), jerk (0.158), kick (0.158), kneel (0.158), lurch (0.158), eye movement (0.158)"
poking,poke.v.03,stir by poking,poke,"agitate, beat, toss, roil, tumble, whisk, cream, muddle, entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear","agitate (0.200), beat (0.333), toss (0.333), roil (0.333), tumble (0.429), whisk (0.429), cream (0.429), muddle (0.429), entity (0.667), breathe (0.667), act (0.667), be active (0.667), oversleep (0.667), nod (0.667), fall asleep (0.667), go to bed (0.667), get up (0.667), wake (0.667), keep up (0.667), wear (0.667)"
situation,situation.n.01,the general state of things; the combination of circumstances at a given time; ; ; - Franklin D.Roosevelt,state_of_affairs,"absurd, acceptance, ballgame, challenge, childlessness, complication, crowding, disequilibrium, element, environment, equilibrium, exclusion, goldfish bowl, hotbed, inclusion, intestacy, picture, prison, rejection, size","absurd (0.091), acceptance (0.091), ballgame (0.091), challenge (0.091), childlessness (0.091), complication (0.091), crowding (0.091), disequilibrium (0.091), element (0.091), environment (0.091), equilibrium (0.091), exclusion (0.091), goldfish bowl (0.091), hotbed (0.091), inclusion (0.091), intestacy (0.091), picture (0.091), prison (0.091), rejection (0.091), size (0.091)"
caress,caress.n.01,a gentle affectionate stroking (or something resembling it),N/A,"stroke, touch, contact, tap, hit, dig, kiss, kiss, catch, handling, fingering, grope, palpation, tickle, tag, lick, grazing, act, rub, contusion","stroke (0.067), touch (0.143), contact (0.200), tap (0.200), hit (0.200), dig (0.200), kiss (0.200), kiss (0.200), catch (0.200), handling (0.200), fingering (0.200), grope (0.200), palpation (0.200), tickle (0.200), tag (0.200), lick (0.200), grazing (0.200), act (0.231), rub (0.250), contusion (0.250)"
starts,start.n.01,the beginning of anything,start,"adrenarche, menarche, thelarche, onset, dawn, flying start, opener, alpha, opening, kickoff, racing start, beginning, flying start, casus belli, emergence, origin, genesis, ground floor, emergence, creation","adrenarche (0.067), menarche (0.067), thelarche (0.067), onset (0.067), dawn (0.067), flying start (0.067), opener (0.067), alpha (0.067), opening (0.067), kickoff (0.067), racing start (0.067), beginning (0.077), flying start (0.125), casus belli (0.143), emergence (0.143), origin (0.143), genesis (0.143), ground floor (0.143), emergence (0.143), creation (0.143)"
upset,disturbance.n.02,an unhappy and worried mental state,"disturbance, perturbation","agitation, fret, dither, tailspin, psychological state, cognitive state, state of mind, abulia, anhedonia, depersonalization, hypnosis, fugue, trauma, morale, anxiety, hallucinosis, identity crisis, nervousness, delusion, mental health","agitation (0.067), fret (0.125), dither (0.125), tailspin (0.125), psychological state (0.143), cognitive state (0.200), state of mind (0.200), abulia (0.200), anhedonia (0.200), depersonalization (0.200), hypnosis (0.200), fugue (0.200), trauma (0.200), morale (0.200), anxiety (0.200), hallucinosis (0.200), identity crisis (0.200), nervousness (0.200), delusion (0.200), mental health (0.200)"
one,N/A,N/A,N/A,N/A,N/A
cuddling,caressing.n.01,affectionate play (or foreplay without contact with the genital organs),"caressing, fondling, hugging, kissing, necking, petting, smooching, snuggling","snogging, foreplay, feel, sexual activity, bondage, outercourse, safe sex, conception, sexual intercourse, pleasure, sexual love, carnal abuse, coupling, reproduction, perversion, autoeroticism, promiscuity, lechery, homosexuality, bisexuality","snogging (0.059), foreplay (0.067), feel (0.125), sexual activity (0.143), bondage (0.200), outercourse (0.200), safe sex (0.200), conception (0.200), sexual intercourse (0.200), pleasure (0.200), sexual love (0.200), carnal abuse (0.200), coupling (0.200), reproduction (0.200), perversion (0.200), autoeroticism (0.200), promiscuity (0.200), lechery (0.200), homosexuality (0.200), bisexuality (0.200)"
cuddling,cuddle.v.01,move or arrange oneself in a comfortable and cozy position,"cuddle, snuggle, nestle, nest, nuzzle, draw_close","cling to, entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag, treat, exercise, exhaust","cling to (0.200), entity (0.667), breathe (0.667), act (0.667), be active (0.667), oversleep (0.667), nod (0.667), fall asleep (0.667), go to bed (0.667), get up (0.667), wake (0.667), keep up (0.667), wear (0.667), lie in (0.667), carry to term (0.667), keep down (0.667), gag (0.667), treat (0.667), exercise (0.667), exhaust (0.667)"
cuddling,cuddle.v.02,"hold (a person or thing) close, as for affection, comfort, or warmth",cuddle,"embrace, clinch, interlock, clasp, grasp, latch on, cling, entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in","embrace (0.111), clinch (0.200), interlock (0.200), clasp (0.250), grasp (0.429), latch on (0.500), cling (0.500), entity (0.750), breathe (0.750), act (0.750), be active (0.750), oversleep (0.750), nod (0.750), fall asleep (0.750), go to bed (0.750), get up (0.750), wake (0.750), keep up (0.750), wear (0.750), lie in (0.750)"
mother,mother.n.01,a woman who has given birth to a child (also used as a term of address to your mother),female_parent,"ma, mater, mother-in-law, primipara, puerpera, quadripara, quintipara, supermom, surrogate mother, Mary, parent, Naomi, adoptive parent, empty nester, father, filicide, stepparent, genitor, dad, father-in-law","ma (0.037), mater (0.037), mother-in-law (0.037), primipara (0.037), puerpera (0.037), quadripara (0.037), quintipara (0.037), supermom (0.037), surrogate mother (0.037), Mary (0.037), parent (0.040), Naomi (0.071), adoptive parent (0.077), empty nester (0.077), father (0.077), filicide (0.077), stepparent (0.077), genitor (0.083), dad (0.111), father-in-law (0.111)"
happened,happen.v.01,come to pass,"happen, hap, go_on, pass_off, occur, pass, fall_out, come_about, take_place","break, arise, result, intervene, transpire, give, operate, supervene, proceed, come, fall, anticipate, develop, recur, go off, come around, happen, happen, befall, concur","break (0.333), arise (0.333), result (0.333), intervene (0.333), transpire (0.333), give (0.333), operate (0.333), supervene (0.333), proceed (0.333), come (0.333), fall (0.333), anticipate (0.333), develop (0.333), recur (0.333), go off (0.333), come around (0.333), happen (0.333), happen (0.333), befall (0.333), concur (0.333)"
happened,happen.v.02,"happen, occur, or be the case in the course of events or by chance; ;  (Santayana)","happen, befall, bechance","entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag, treat, exercise, exhaust, fracture","entity (0.600), breathe (0.600), act (0.600), be active (0.600), oversleep (0.600), nod (0.600), fall asleep (0.600), go to bed (0.600), get up (0.600), wake (0.600), keep up (0.600), wear (0.600), lie in (0.600), carry to term (0.600), keep down (0.600), gag (0.600), treat (0.600), exercise (0.600), exhaust (0.600), fracture (0.600)"
sofa,sofa.n.01,an upholstered seat for more than one person,"couch, lounge","convertible, daybed, divan, love seat, settee, squab, seat, davenport, studio couch, bench, bench, box, box seat, chair, ottoman, Siege Perilous, stool, toilet seat, furniture, chesterfield","convertible (0.048), daybed (0.048), divan (0.048), love seat (0.048), settee (0.048), squab (0.048), seat (0.053), davenport (0.091), studio couch (0.091), bench (0.100), bench (0.100), box (0.100), box seat (0.100), chair (0.100), ottoman (0.100), Siege Perilous (0.100), stool (0.100), toilet seat (0.100), furniture (0.111), chesterfield (0.130)"
going,departure.n.01,the act of departing,"departure, going_away, leaving","breaking away, farewell, French leave, disappearance, withdrawal, sailing, boarding, exit, dispatch, takeoff, act, valediction, vanishing, effacement, retreat, retirement, evacuation, decampment, desertion, pullback","breaking away (0.077), farewell (0.077), French leave (0.077), disappearance (0.077), withdrawal (0.077), sailing (0.077), boarding (0.077), exit (0.077), dispatch (0.077), takeoff (0.077), act (0.091), valediction (0.143), vanishing (0.143), effacement (0.143), retreat (0.143), retirement (0.143), evacuation (0.143), decampment (0.143), desertion (0.143), pullback (0.143)"
life,life.n.01,a characteristic state or mode of living,N/A,"ghetto, being, actuality, eternity, preexistence, coexistence, subsistence, presence, life, animation, transcendence, possibility, state, entelechy, genuineness, reality, reality, truth, eternal life, immanence","ghetto (0.077), being (0.091), actuality (0.167), eternity (0.167), preexistence (0.167), coexistence (0.167), subsistence (0.167), presence (0.167), life (0.167), animation (0.167), transcendence (0.167), possibility (0.167), state (0.200), entelechy (0.231), genuineness (0.231), reality (0.231), reality (0.231), truth (0.231), eternal life (0.231), immanence (0.231)"
nt,N/A,N/A,N/A,N/A,N/A
table,table.n.01,a set of data arranged in rows and columns,tabular_array,"correlation table, contents, actuarial table, calendar, file allocation table, periodic table, array, mortality table, perpetual calendar, matrix, row, column, panoply, bank, spectrum, arrangement, correlation matrix, dot matrix, square matrix, real matrix","correlation table (0.077), contents (0.077), actuarial table (0.077), calendar (0.077), file allocation table (0.077), periodic table (0.077), array (0.091), mortality table (0.143), perpetual calendar (0.143), matrix (0.167), row (0.167), column (0.167), panoply (0.167), bank (0.167), spectrum (0.167), arrangement (0.200), correlation matrix (0.231), dot matrix (0.231), square matrix (0.231), real matrix (0.231)"
table,table.n.03,a piece of furniture with tableware for a meal laid out on it,N/A,"dining table, furniture, dining-room table, dinner table, high table, refectory table, triclinium, baby bed, bedroom furniture, bedstead, bookcase, buffet, cabinet, chest of drawers, dining-room furniture, etagere, fitment, hallstand, lamp, lawn furniture","dining table (0.053), furniture (0.059), dining-room table (0.100), dinner table (0.100), high table (0.100), refectory table (0.100), triclinium (0.100), baby bed (0.111), bedroom furniture (0.111), bedstead (0.111), bookcase (0.111), buffet (0.111), cabinet (0.111), chest of drawers (0.111), dining-room furniture (0.111), etagere (0.111), fitment (0.111), hallstand (0.111), lamp (0.111), lawn furniture (0.111)"
show,show.n.01,the act of publicly exhibiting or entertaining,N/A,"carnival, dog show, horseshow, raree-show, circus, cabaret, ice show, interlude, display, presentation, demonstration, road show, sideshow, Wild West Show, entertainment, three-ring circus, parade, light show, exhibition, exposure","carnival (0.053), dog show (0.053), horseshow (0.053), raree-show (0.053), circus (0.053), cabaret (0.053), ice show (0.053), interlude (0.053), display (0.053), presentation (0.053), demonstration (0.053), road show (0.053), sideshow (0.053), Wild West Show (0.053), entertainment (0.059), three-ring circus (0.100), parade (0.100), light show (0.100), exhibition (0.100), exposure (0.100)"
working,work.v.02,be employed,"work, do_work","serve, bank, fill, drive, tinker, serve, fink, labor, farm, moonlight, job, man, slave, subcontract, turn a trick, freelance, entity, breathe, act, be active","serve (0.333), bank (0.333), fill (0.333), drive (0.333), tinker (0.333), serve (0.333), fink (0.333), labor (0.333), farm (0.333), moonlight (0.333), job (0.333), man (0.333), slave (0.333), subcontract (0.333), turn a trick (0.333), freelance (0.333), entity (0.500), breathe (0.500), act (0.500), be active (0.500)"
walk,walk.n.01,the act of traveling by foot,walking,"ambulation, sleepwalking, gait, march, plodding, prowl, shamble, wading, locomotion, hitch, flounce, lurch, pacing, roll, saunter, skip, stalk, strut, waddle, countermarch","ambulation (0.048), sleepwalking (0.048), gait (0.048), march (0.048), plodding (0.048), prowl (0.048), shamble (0.048), wading (0.048), locomotion (0.053), hitch (0.091), flounce (0.091), lurch (0.091), pacing (0.091), roll (0.091), saunter (0.091), skip (0.091), stalk (0.091), strut (0.091), waddle (0.091), countermarch (0.091)"
around,about.r.03,in the area or vicinity,about,"entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag, treat, exercise, exhaust, fracture","entity (0.500), breathe (0.500), act (0.500), be active (0.500), oversleep (0.500), nod (0.500), fall asleep (0.500), go to bed (0.500), get up (0.500), wake (0.500), keep up (0.500), wear (0.500), lie in (0.500), carry to term (0.500), keep down (0.500), gag (0.500), treat (0.500), exercise (0.500), exhaust (0.500), fracture (0.500)"
video,video.n.01,the visible part of a television transmission,picture,"visual communication, video, gesture, body language, demonstration, eye contact, projection, artwork, graphic design, chart, graph, communication, seismogram, sign, gesticulation, beck, facial expression, display, expression, exemplification","visual communication (0.111), video (0.200), gesture (0.200), body language (0.200), demonstration (0.200), eye contact (0.200), projection (0.200), artwork (0.200), graphic design (0.200), chart (0.200), graph (0.200), communication (0.250), seismogram (0.273), sign (0.273), gesticulation (0.273), beck (0.273), facial expression (0.273), display (0.273), expression (0.273), exemplification (0.273)"
take,return.n.06,the income or profit arising from such transactions as the sale of land or other property,"return, issue, takings, proceeds, yield, payoff","economic rent, payback, income, disposable income, double dipping, easy money, EBITDA, net income, cash flow, personal income, rental income, gross sales, net sales, unearned income, unearned income, government income, per capita income, financial gain, earning per share, windfall profit","economic rent (0.048), payback (0.048), income (0.053), disposable income (0.100), double dipping (0.100), easy money (0.100), EBITDA (0.100), net income (0.100), cash flow (0.100), personal income (0.100), rental income (0.100), gross sales (0.100), net sales (0.100), unearned income (0.100), unearned income (0.100), government income (0.100), per capita income (0.100), financial gain (0.111), earning per share (0.143), windfall profit (0.143)"
member,member.n.01,one of the persons who compose a social group (especially individuals who have joined and participate in a group organization),fellow_member,"Areopagite, brother, cabalist, charter member, commissioner, committee member, council member, Conservative, fellow, homeboy, homegirl, huddler, inductee, joiner, kibbutznik, kolkhoznik, board member, clansman, club member, pledge","Areopagite (0.048), brother (0.048), cabalist (0.048), charter member (0.048), commissioner (0.048), committee member (0.048), council member (0.048), Conservative (0.048), fellow (0.048), homeboy (0.048), homegirl (0.048), huddler (0.048), inductee (0.048), joiner (0.048), kibbutznik (0.048), kolkhoznik (0.048), board member (0.048), clansman (0.048), club member (0.048), pledge (0.048)"
getting,acquiring.n.01,the act of acquiring something,acquiring,"acquisition, obtainment, catching, appropriation, occupation, capture, reception, pickup, act, incurring, moneymaking, annexation, pork-barreling, purchase, acceptance, succession, assumption, inheritance, procurement, borrowing","acquisition (0.077), obtainment (0.077), catching (0.077), appropriation (0.077), occupation (0.077), capture (0.077), reception (0.077), pickup (0.077), act (0.091), incurring (0.143), moneymaking (0.143), annexation (0.143), pork-barreling (0.143), purchase (0.143), acceptance (0.143), succession (0.143), assumption (0.143), inheritance (0.143), procurement (0.143), borrowing (0.143)"
chat,chat.n.01,an informal conversation,"confab, confabulation, schmooze, schmoose","chitchat, conversation, crossfire, phatic speech, exchange, gossiping, talk, nothings, commerce, colloquy, rap, rap session, second-hand speech, table talk, telephone conversation, tete-a-tete, speech, scandalmongering, cant, dialogue","chitchat (0.067), conversation (0.077), crossfire (0.143), phatic speech (0.143), exchange (0.143), gossiping (0.143), talk (0.143), nothings (0.143), commerce (0.143), colloquy (0.143), rap (0.143), rap session (0.143), second-hand speech (0.143), table talk (0.143), telephone conversation (0.143), tete-a-tete (0.143), speech (0.167), scandalmongering (0.200), cant (0.200), dialogue (0.200)"
girlfriend,girlfriend.n.01,any female friend,N/A,"organism, benthos, dwarf, heterotroph, parent, person, animal, plant, native, recombinant, conspecific, carrier, denizen, amphidiploid, diploid, haploid, heteroploid, polyploid, animalcule, microorganism","organism (0.200), benthos (0.250), dwarf (0.250), heterotroph (0.250), parent (0.250), person (0.250), animal (0.250), plant (0.250), native (0.250), recombinant (0.250), conspecific (0.250), carrier (0.250), denizen (0.250), amphidiploid (0.250), diploid (0.250), haploid (0.250), heteroploid (0.250), polyploid (0.250), animalcule (0.250), microorganism (0.250)"
pain,pain.n.01,a symptom of some physical hurt or disorder,hurting,"ache, agony, arthralgia, burn, causalgia, colic, chest pain, chiralgia, distress, dysmenorrhea, glossalgia, growing pains, hemorrhoid, keratalgia, labor pain, mastalgia, melagra, meralgia, metralgia, myalgia","ache (0.059), agony (0.059), arthralgia (0.059), burn (0.059), causalgia (0.059), colic (0.059), chest pain (0.059), chiralgia (0.059), distress (0.059), dysmenorrhea (0.059), glossalgia (0.059), growing pains (0.059), hemorrhoid (0.059), keratalgia (0.059), labor pain (0.059), mastalgia (0.059), melagra (0.059), meralgia (0.059), metralgia (0.059), myalgia (0.059)"
pain,pain.n.02,emotional distress; a fundamental feeling that people try to avoid,painfulness,"growing pains, unpleasantness, mental anguish, suffering, distress, feeling, agony, throes, discomfort, anguish, self-torture, tsoris, wound, affect, emotion, thing, glow, faintness, soul, passion","growing pains (0.077), unpleasantness (0.077), mental anguish (0.077), suffering (0.077), distress (0.077), feeling (0.091), agony (0.143), throes (0.143), discomfort (0.143), anguish (0.143), self-torture (0.143), tsoris (0.143), wound (0.143), affect (0.167), emotion (0.167), thing (0.167), glow (0.167), faintness (0.167), soul (0.167), passion (0.167)"
touched,touch.v.01,"make physical contact with, come in contact with",touch,"engage, touch, toe, pick up, strike, finger, feel, palpate, handle, stroke, hit, brush, skim over, hit, strike, snog, kiss, mouth, press, tag","engage (0.333), touch (0.333), toe (0.333), pick up (0.333), strike (0.333), finger (0.333), feel (0.333), palpate (0.333), handle (0.333), stroke (0.333), hit (0.333), brush (0.333), skim over (0.333), hit (0.333), strike (0.333), snog (0.333), kiss (0.333), mouth (0.333), press (0.333), tag (0.333)"
skin,skin.n.01,a natural protective body covering and site of the sense of touch,"tegument, cutis","investment, thick skin, skin graft, buff, dewlap, prepuce, prepuce, scalp, cuticle, hangnail, connective tissue, body covering, pellicle, areolar tissue, bone, marrow, elastic tissue, endoneurium, ligament, perineurium","investment (0.053), thick skin (0.053), skin graft (0.053), buff (0.053), dewlap (0.053), prepuce (0.053), prepuce (0.053), scalp (0.053), cuticle (0.053), hangnail (0.053), connective tissue (0.059), body covering (0.067), pellicle (0.100), areolar tissue (0.111), bone (0.111), marrow (0.111), elastic tissue (0.111), endoneurium (0.111), ligament (0.111), perineurium (0.111)"
patting,chuck.v.03,"pat or squeeze fondly or playfully, especially under the chin","chuck, pat","caress, paw, grope, dandle, pet, nuzzle, pet, tickle, stroke, canoodle, gentle, neck, smooch, lick, tongue, entity, breathe, act, be active, oversleep","caress (0.143), paw (0.250), grope (0.250), dandle (0.250), pet (0.250), nuzzle (0.250), pet (0.250), tickle (0.250), stroke (0.333), canoodle (0.333), gentle (0.333), neck (0.333), smooch (0.400), lick (0.429), tongue (0.500), entity (0.714), breathe (0.714), act (0.714), be active (0.714), oversleep (0.714)"
patting,dab.v.02,hit lightly,"dab, pat","strike, jab, butt, knock, down, spur, peck, tap, hew, sideswipe, whip, beat, beat, sclaff, clout, rap, chop, slap, sclaff, buffet","strike (0.200), jab (0.333), butt (0.333), knock (0.333), down (0.333), spur (0.333), peck (0.333), tap (0.333), hew (0.333), sideswipe (0.333), whip (0.333), beat (0.333), beat (0.333), sclaff (0.333), clout (0.333), rap (0.333), chop (0.333), slap (0.333), sclaff (0.333), buffet (0.333)"
